approach,event_id,event_type,from_snapshot,to_snapshot,source_local_ids,source_observation_ids,target_local_ids,target_observation_ids,source_count,target_count,overlap_sizes,jaccard_scores,prospective_stabilities,retrospective_stabilities,relation_qualifiers
overlap,OVL-E0191,continuation,12,13,13,OVL-C1214,11,OVL-C1312,1,1,8,0.380952,0.888889,0.400000,both
overlap,OVL-E0192,continuation,12,13,11,OVL-C1212,12,OVL-C1313,1,1,19,0.826087,0.826087,1.000000,both
overlap,OVL-E0193,continuation,12,13,14,OVL-C1215,13,OVL-C1314,1,1,4,0.571429,0.800000,0.666667,both
overlap,OVL-E0194,split,13,14,1,OVL-C1302,10;4,OVL-C1411;OVL-C1405,1,2,41;45,0.431579;0.401786,0.445652;0.489130,0.931818;0.692308,both;both
overlap,OVL-E0195,split,13,14,3,OVL-C1304,8;6,OVL-C1409;OVL-C1407,1,2,40;25,0.449438;0.229358,0.493827;0.308642,0.833333;0.471698,both;retrospective
overlap,OVL-E0196,split,13,14,5,OVL-C1306,3;6,OVL-C1404;OVL-C1407,1,2,39;22,0.317073;0.198198,0.487500;0.275000,0.475610;0.415094,both;retrospective
overlap,OVL-E0197,merge,13,14,0;9,OVL-C1301;OVL-C1310,0,OVL-C1401,2,1,67;21,0.503759;0.201923,0.663366;0.807692,0.676768;0.212121,both;prospective
overlap,OVL-E0198,merge,13,14,2;14,OVL-C1303;OVL-C1315,1,OVL-C1402,2,1,73;3,0.730000;0.035294,0.829545;1.000000,0.858824;0.035294,both;prospective
overlap,OVL-E0199,continuation,13,14,4,OVL-C1305,2,OVL-C1403,1,1,65,0.670103,0.812500,0.792683,both
overlap,OVL-E0200,merge,13,14,5;12,OVL-C1306;OVL-C1313,3,OVL-C1404,2,1,39;19,0.317073;0.231707,0.487500;1.000000,0.475610;0.231707,both;prospective
overlap,OVL-E0201,continuation,13,14,6,OVL-C1307,5,OVL-C1406,1,1,56,0.903226,0.965517,0.933333,both
overlap,OVL-E0202,merge,13,14,3;5,OVL-C1304;OVL-C1306,6,OVL-C1407,2,1,25;22,0.229358;0.198198,0.308642;0.275000,0.471698;0.415094,retrospective;retrospective
overlap,OVL-E0203,continuation,13,14,8,OVL-C1309,7,OVL-C1408,1,1,28,0.549020,0.965517,0.560000,both
overlap,OVL-E0204,continuation,13,14,7,OVL-C1308,9,OVL-C1410,1,1,40,0.800000,0.909091,0.869565,both
overlap,OVL-E0205,continuation,13,14,10,OVL-C1311,11,OVL-C1412,1,1,24,0.960000,0.960000,1.000000,both
overlap,OVL-E0206,continuation,13,14,11,OVL-C1312,12,OVL-C1413,1,1,16,0.666667,0.800000,0.800000,both
overlap,OVL-E0207,continuation,13,14,13,OVL-C1314,13,OVL-C1414,1,1,5,0.714286,0.833333,0.833333,both
overlap,OVL-E0208,split,14,15,3,OVL-C1404,10;0,OVL-C1511;OVL-C1501,1,2,21;37,0.253012;0.165179,0.256098;0.451220,0.954545;0.206704,retrospective;prospective
overlap,OVL-E0209,split,14,15,4,OVL-C1405,2;0,OVL-C1503;OVL-C1501,1,2,27;29,0.254717;0.134884,0.415385;0.446154,0.397059;0.162011,prospective;prospective
overlap,OVL-E0210,split,14,15,6,OVL-C1407,2;6,OVL-C1503;OVL-C1507,1,2,28;18,0.301075;0.225000,0.528302;0.339623,0.411765;0.400000,both;retrospective
overlap,OVL-E0211,split,14,15,7,OVL-C1408,9;11,OVL-C1510;OVL-C1512,1,2,26;20,0.509804;0.384615,0.520000;0.400000,0.962963;0.909091,both;both
overlap,OVL-E0212,merge,14,15,0;3;4,OVL-C1401;OVL-C1404;OVL-C1405,0,OVL-C1501,3,1,85;37;29,0.440415;0.165179;0.134884,0.858586;0.451220;0.446154,0.474860;0.206704;0.162011,both;prospective;prospective
overlap,OVL-E0213,continuation,14,15,1,OVL-C1402,1,OVL-C1502,1,1,79,0.766990,0.929412,0.814433,both
overlap,OVL-E0214,merge,14,15,6;4;13,OVL-C1407;OVL-C1405;OVL-C1414,2,OVL-C1503,3,1,28;27;5,0.301075;0.254717;0.072464,0.528302;0.415385;0.833333,0.411765;0.397059;0.073529,both;prospective;prospective
overlap,OVL-E0215,continuation,14,15,8,OVL-C1409,3,OVL-C1504,1,1,39,0.513158,0.812500,0.582090,both
overlap,OVL-E0216,continuation,14,15,2,OVL-C1403,4,OVL-C1505,1,1,51,0.560440,0.621951,0.850000,both
overlap,OVL-E0217,continuation,14,15,5,OVL-C1406,5,OVL-C1506,1,1,56,0.903226,0.933333,0.965517,both
overlap,OVL-E0218,merge,14,15,11;6,OVL-C1412;OVL-C1407,6,OVL-C1507,2,1,23;18,0.500000;0.225000,0.958333;0.339623,0.511111;0.400000,both;retrospective
overlap,OVL-E0219,continuation,14,15,9,OVL-C1410,7,OVL-C1508,1,1,41,0.836735,0.891304,0.931818,both
overlap,OVL-E0220,continuation,14,15,10,OVL-C1411,8,OVL-C1509,1,1,36,0.750000,0.818182,0.900000,both
overlap,OVL-E0221,continuation,14,15,12,OVL-C1413,12,OVL-C1513,1,1,17,0.850000,0.850000,1.000000,both
overlap,OVL-E0222,split,15,16,0,OVL-C1501,3;1,OVL-C1604;OVL-C1602,1,2,73;60,0.363184;0.267857,0.407821;0.335196,0.768421;0.571429,both;retrospective
overlap,OVL-E0223,split,15,16,6,OVL-C1507,4;1,OVL-C1605;OVL-C1602,1,2,24;18,0.208696;0.136364,0.533333;0.400000,0.255319;0.171429,prospective;prospective
overlap,OVL-E0224,continuation,15,16,4,OVL-C1505,0,OVL-C1601,1,1,49,0.362963,0.816667,0.395161,prospective
overlap,OVL-E0225,merge,15,16,0;6,OVL-C1501;OVL-C1507,1,OVL-C1602,2,1,60;18,0.267857;0.136364,0.335196;0.400000,0.571429;0.171429,retrospective;prospective
overlap,OVL-E0226,merge,15,16,2;3,OVL-C1503;OVL-C1504,2,OVL-C1603,2,1,43;36,0.355372;0.283465,0.632353;0.537313,0.447917;0.375000,both;prospective
overlap,OVL-E0227,merge,15,16,5;6,OVL-C1506;OVL-C1507,4,OVL-C1605,2,1,52;24,0.520000;0.208696,0.896552;0.533333,0.553191;0.255319,both;prospective
overlap,OVL-E0228,continuation,15,16,1,OVL-C1502,5,OVL-C1606,1,1,72,0.626087,0.742268,0.800000,both
overlap,OVL-E0229,merge,15,16,9;11,OVL-C1510;OVL-C1512,6,OVL-C1607,2,1,24;20,0.444444;0.377358,0.888889;0.909091,0.470588;0.392157,both;prospective
overlap,OVL-E0230,continuation,15,16,7,OVL-C1508,7,OVL-C1608,1,1,37,0.711538,0.840909,0.822222,both
overlap,OVL-E0231,continuation,15,16,8,OVL-C1509,8,OVL-C1609,1,1,30,0.612245,0.750000,0.769231,both
overlap,OVL-E0232,continuation,15,16,10,OVL-C1511,9,OVL-C1610,1,1,20,0.769231,0.909091,0.833333,both
overlap,OVL-E0233,continuation,15,16,12,OVL-C1513,10,OVL-C1611,1,1,13,0.722222,0.764706,0.928571,both
overlap,OVL-E0234,split,16,17,3,OVL-C1604,4;11,OVL-C1705;OVL-C1712,1,2,70;13,0.714286;0.126214,0.736842;0.136842,0.958904;0.619048,both;retrospective
overlap,OVL-E0235,split,16,17,4,OVL-C1605,5;9,OVL-C1706;OVL-C1710,1,2,58;34,0.574257;0.346939,0.617021;0.361702,0.892308;0.894737,both;retrospective
overlap,OVL-E0236,continuation,16,17,0,OVL-C1601,0,OVL-C1701,1,1,117,0.754839,0.943548,0.790541,both
overlap,OVL-E0237,continuation,16,17,2,OVL-C1603,1,OVL-C1702,1,1,86,0.796296,0.895833,0.877551,both
overlap,OVL-E0238,continuation,16,17,5,OVL-C1606,2,OVL-C1703,1,1,82,0.780952,0.911111,0.845361,both
overlap,OVL-E0239,continuation,16,17,1,OVL-C1602,3,OVL-C1704,1,1,77,0.693694,0.733333,0.927711,both
overlap,OVL-E0240,continuation,16,17,6,OVL-C1607,6,OVL-C1707,1,1,49,0.924528,0.960784,0.960784,both
overlap,OVL-E0241,continuation,16,17,7,OVL-C1608,7,OVL-C1708,1,1,41,0.788462,0.911111,0.854167,both
overlap,OVL-E0242,continuation,16,17,8,OVL-C1609,8,OVL-C1709,1,1,35,0.833333,0.897436,0.921053,both
overlap,OVL-E0243,continuation,16,17,9,OVL-C1610,10,OVL-C1711,1,1,22,0.785714,0.916667,0.846154,both
overlap,OVL-E0244,continuation,16,17,10,OVL-C1611,12,OVL-C1713,1,1,14,0.736842,1.000000,0.736842,both
overlap,OVL-E0245,birth,16,17,,,13,OVL-C1714,0,1,,,,,
overlap,OVL-E0246,split,17,18,0,OVL-C1701,6;5,OVL-C1807;OVL-C1806,1,2,67;61,0.443709;0.386076,0.452703;0.412162,0.957143;0.859155,both;both
overlap,OVL-E0247,split,17,18,1,OVL-C1702,2;15,OVL-C1803;OVL-C1816,1,2,77;4,0.719626;0.040816,0.785714;0.040816,0.895349;1.000000,both;retrospective
overlap,OVL-E0248,split,17,18,6,OVL-C1707,9;13,OVL-C1810;OVL-C1814,1,2,27;20,0.500000;0.384615,0.529412;0.392157,0.900000;0.952381,both;retrospective
overlap,OVL-E0249,continuation,17,18,2,OVL-C1703,0,OVL-C1801,1,1,85,0.732759,0.876289,0.817308,both
overlap,OVL-E0250,continuation,17,18,3,OVL-C1704,1,OVL-C1802,1,1,68,0.647619,0.819277,0.755556,both
overlap,OVL-E0251,continuation,17,18,5,OVL-C1706,3,OVL-C1804,1,1,63,0.768293,0.969231,0.787500,both
overlap,OVL-E0252,merge,17,18,4;13,OVL-C1705;OVL-C1714,4,OVL-C1805,2,1,64;3,0.790123;0.041667,0.876712;1.000000,0.888889;0.041667,both;prospective
overlap,OVL-E0253,continuation,17,18,7,OVL-C1708,7,OVL-C1808,1,1,40,0.769231,0.833333,0.909091,both
overlap,OVL-E0254,continuation,17,18,8,OVL-C1709,8,OVL-C1809,1,1,31,0.775000,0.815789,0.939394,both
overlap,OVL-E0255,continuation,17,18,11,OVL-C1712,10,OVL-C1811,1,1,18,0.580645,0.857143,0.642857,both
overlap,OVL-E0256,continuation,17,18,9,OVL-C1710,11,OVL-C1812,1,1,25,0.657895,0.657895,1.000000,both
overlap,OVL-E0257,continuation,17,18,10,OVL-C1711,12,OVL-C1813,1,1,23,0.851852,0.884615,0.958333,both
overlap,OVL-E0258,continuation,17,18,12,OVL-C1713,14,OVL-C1815,1,1,17,0.850000,0.894737,0.944444,both
overlap,OVL-E0259,split,18,19,0,OVL-C1801,4;10,OVL-C1905;OVL-C1911,1,2,58;25,0.522523;0.221239,0.557692;0.240385,0.892308;0.735294,both;retrospective
overlap,OVL-E0260,split,18,19,1,OVL-C1802,0;14,OVL-C1901;OVL-C1915,1,2,59;20,0.475806;0.219780,0.655556;0.222222,0.634409;0.952381,both;retrospective
overlap,OVL-E0261,split,18,19,3,OVL-C1804,6;8,OVL-C1907;OVL-C1909,1,2,37;28,0.385417;0.314607,0.462500;0.350000,0.698113;0.756757,both;retrospective
overlap,OVL-E0262,split,18,19,14,OVL-C1815,16;0,OVL-C1917;OVL-C1901,1,2,7;11,0.350000;0.110000,0.388889;0.611111,0.777778;0.118280,retrospective;prospective
overlap,OVL-E0263,merge,18,19,1;14,OVL-C1802;OVL-C1815,0,OVL-C1901,2,1,59;11,0.475806;0.110000,0.655556;0.611111,0.634409;0.118280,both;prospective
overlap,OVL-E0264,merge,18,19,4;10,OVL-C1805;OVL-C1811,1,OVL-C1902,2,1,58;15,0.568627;0.148515,0.805556;0.535714,0.659091;0.170455,both;prospective
overlap,OVL-E0265,continuation,18,19,6,OVL-C1807,2,OVL-C1903,1,1,68,0.809524,0.971429,0.829268,both
overlap,OVL-E0266,continuation,18,19,2,OVL-C1803,3,OVL-C1904,1,1,71,0.755319,0.825581,0.898734,both
overlap,OVL-E0267,continuation,18,19,5,OVL-C1806,5,OVL-C1906,1,1,49,0.590361,0.690141,0.803279,both
overlap,OVL-E0268,continuation,18,19,7,OVL-C1808,7,OVL-C1908,1,1,40,0.784314,0.909091,0.851064,both
overlap,OVL-E0269,continuation,18,19,8,OVL-C1809,9,OVL-C1910,1,1,32,0.914286,0.969697,0.941176,both
overlap,OVL-E0270,continuation,18,19,9,OVL-C1810,11,OVL-C1912,1,1,29,0.935484,0.966667,0.966667,both
overlap,OVL-E0271,continuation,18,19,11,OVL-C1812,12,OVL-C1913,1,1,23,0.821429,0.920000,0.884615,both
overlap,OVL-E0272,continuation,18,19,12,OVL-C1813,13,OVL-C1914,1,1,21,0.840000,0.875000,0.954545,both
overlap,OVL-E0273,continuation,18,19,13,OVL-C1814,15,OVL-C1916,1,1,19,0.904762,0.904762,1.000000,both
overlap,OVL-E0274,continuation,18,19,15,OVL-C1816,17,OVL-C1918,1,1,4,1.000000,1.000000,1.000000,both
