from_snapshot,to_snapshot,source_observation_id,target_observation_id,source_identity_group,target_identity_group,overlap_size,source_overlap_pct,target_overlap_pct,jaccard
0,1,CUM-C0010,CUM-C0104,dead-CUM-C0010,c02,1,0.022727,0.013158,0.008403
0,1,CUM-C0010,CUM-C0105,dead-CUM-C0010,c04,1,0.022727,0.013889,0.008696
0,1,CUM-C0010,CUM-C0106,dead-CUM-C0010,dead-CUM-C0004,3,0.068182,0.054545,0.031250
0,1,CUM-C0010,CUM-C0107,dead-CUM-C0010,c08,1,0.022727,0.019608,0.010638
0,1,CUM-C0010,CUM-C0108,dead-CUM-C0010,dead-CUM-C0007,1,0.022727,0.025641,0.012195
0,1,CUM-C0010,CUM-C0109,dead-CUM-C0010,dead-CUM-C0109,17,0.386364,0.531250,0.288136
0,1,CUM-C0011,CUM-C0101,dead-CUM-C0011,c01,1,0.037037,0.006452,0.005525
0,1,CUM-C0011,CUM-C0102,dead-CUM-C0011,c05,2,0.074074,0.018519,0.015038
0,1,CUM-C0011,CUM-C0103,dead-CUM-C0011,c03,23,0.851852,0.277108,0.264368
0,1,CUM-C0011,CUM-C0107,dead-CUM-C0011,c08,1,0.037037,0.019608,0.012987
0,1,CUM-C0012,CUM-C0112,c09,c09,27,1.000000,0.931034,0.931034
0,1,CUM-C0013,CUM-C0113,dead-CUM-C0013,dead-CUM-C0013,24,1.000000,1.000000,1.000000
0,1,CUM-C0014,CUM-C0104,dead-CUM-C0014,c02,10,1.000000,0.131579,0.131579
0,1,CUM-C0015,CUM-C0102,dead-CUM-C0015,c05,6,1.000000,0.055556,0.055556
1,2,CUM-C0101,CUM-C0201,c01,c01,137,0.883871,0.774011,0.702564
1,2,CUM-C0101,CUM-C0202,c01,c03,9,0.058065,0.090909,0.036735
1,2,CUM-C0101,CUM-C0203,c01,c05,1,0.006452,0.012821,0.004310
1,2,CUM-C0101,CUM-C0204,c01,c02,1,0.006452,0.012821,0.004310
1,2,CUM-C0101,CUM-C0205,c01,dead-CUM-C0109,2,0.012903,0.026667,0.008772
1,2,CUM-C0101,CUM-C0207,c01,dead-CUM-C0007,4,0.025806,0.070175,0.019231
1,2,CUM-C0101,CUM-C0208,c01,dead-CUM-C0004,1,0.006452,0.018519,0.004808
1,2,CUM-C0102,CUM-C0201,c05,c01,4,0.037037,0.022599,0.014235
1,2,CUM-C0102,CUM-C0202,c05,c03,4,0.037037,0.040404,0.019704
1,2,CUM-C0102,CUM-C0203,c05,c05,76,0.703704,0.974359,0.690909
1,2,CUM-C0102,CUM-C0205,c05,dead-CUM-C0109,12,0.111111,0.160000,0.070175
1,2,CUM-C0102,CUM-C0206,c05,c04,1,0.009259,0.013514,0.005525
1,2,CUM-C0102,CUM-C0207,c05,dead-CUM-C0007,2,0.018519,0.035088,0.012270
1,2,CUM-C0102,CUM-C0209,c05,c08,2,0.018519,0.040816,0.012903
1,2,CUM-C0102,CUM-C0212,c05,dead-CUM-C0212,7,0.064815,1.000000,0.064815
1,2,CUM-C0103,CUM-C0202,c03,c03,74,0.891566,0.747475,0.685185
1,2,CUM-C0103,CUM-C0203,c03,c05,1,0.012048,0.012821,0.006250
1,2,CUM-C0103,CUM-C0205,c03,dead-CUM-C0109,3,0.036145,0.040000,0.019355
1,2,CUM-C0103,CUM-C0213,c03,dead-CUM-C0213,5,0.060241,1.000000,0.060241
1,2,CUM-C0104,CUM-C0201,c02,c01,1,0.013158,0.005650,0.003968
1,2,CUM-C0104,CUM-C0204,c02,c02,74,0.973684,0.948718,0.925000
1,2,CUM-C0104,CUM-C0205,c02,dead-CUM-C0109,1,0.013158,0.013333,0.006667
1,2,CUM-C0105,CUM-C0202,c04,c03,1,0.013889,0.010101,0.005882
1,2,CUM-C0105,CUM-C0206,c04,c04,70,0.972222,0.945946,0.921053
1,2,CUM-C0105,CUM-C0209,c04,c08,1,0.013889,0.020408,0.008333
1,2,CUM-C0106,CUM-C0201,dead-CUM-C0004,c01,2,0.036364,0.011299,0.008696
1,2,CUM-C0106,CUM-C0208,dead-CUM-C0004,dead-CUM-C0004,53,0.963636,0.981481,0.946429
1,2,CUM-C0107,CUM-C0201,c08,c01,3,0.058824,0.016949,0.013333
1,2,CUM-C0107,CUM-C0207,c08,dead-CUM-C0007,2,0.039216,0.035088,0.018868
1,2,CUM-C0107,CUM-C0209,c08,c08,46,0.901961,0.938776,0.851852
1,2,CUM-C0108,CUM-C0201,dead-CUM-C0007,c01,4,0.102564,0.022599,0.018868
1,2,CUM-C0108,CUM-C0207,dead-CUM-C0007,dead-CUM-C0007,35,0.897436,0.614035,0.573770
1,2,CUM-C0109,CUM-C0202,dead-CUM-C0109,c03,1,0.031250,0.010101,0.007692
1,2,CUM-C0109,CUM-C0205,dead-CUM-C0109,dead-CUM-C0109,31,0.968750,0.413333,0.407895
1,2,CUM-C0110,CUM-C0201,dead-CUM-C0110,c01,20,0.625000,0.112994,0.105820
1,2,CUM-C0110,CUM-C0207,dead-CUM-C0110,dead-CUM-C0007,12,0.375000,0.210526,0.155844
1,2,CUM-C0111,CUM-C0211,c06,c06,29,1.000000,0.966667,0.966667
1,2,CUM-C0112,CUM-C0210,c09,c09,29,1.000000,0.935484,0.935484
1,2,CUM-C0113,CUM-C0205,dead-CUM-C0013,dead-CUM-C0109,24,1.000000,0.320000,0.320000
2,3,CUM-C0201,CUM-C0301,c01,c01,163,0.920904,0.964497,0.890710
2,3,CUM-C0201,CUM-C0302,c01,c05,7,0.039548,0.072165,0.026217
2,3,CUM-C0201,CUM-C0305,c01,dead-CUM-C0109,3,0.016949,0.041096,0.012146
2,3,CUM-C0201,CUM-C0306,c01,c04,1,0.005650,0.013889,0.004032
2,3,CUM-C0201,CUM-C0307,c01,dead-CUM-C0007,2,0.011299,0.032787,0.008475
2,3,CUM-C0201,CUM-C0308,c01,dead-CUM-C0004,1,0.005650,0.018868,0.004367
2,3,CUM-C0202,CUM-C0301,c03,c01,1,0.010101,0.005917,0.003745
2,3,CUM-C0202,CUM-C0302,c03,c05,2,0.020202,0.020619,0.010309
2,3,CUM-C0202,CUM-C0304,c03,c03,67,0.676768,0.881579,0.620370
2,3,CUM-C0202,CUM-C0309,c03,c08,2,0.020202,0.040000,0.013605
2,3,CUM-C0202,CUM-C0312,c03,dead-CUM-C0312,27,0.272727,0.931034,0.267327
2,3,CUM-C0203,CUM-C0302,c05,c05,75,0.961538,0.773196,0.750000
2,3,CUM-C0203,CUM-C0303,c05,c02,1,0.012821,0.011765,0.006173
2,3,CUM-C0203,CUM-C0305,c05,dead-CUM-C0109,1,0.012821,0.013699,0.006667
2,3,CUM-C0203,CUM-C0309,c05,c08,1,0.012821,0.020000,0.007874
2,3,CUM-C0204,CUM-C0303,c02,c02,78,1.000000,0.917647,0.917647
2,3,CUM-C0205,CUM-C0301,dead-CUM-C0109,c01,1,0.013333,0.005917,0.004115
2,3,CUM-C0205,CUM-C0302,dead-CUM-C0109,c05,6,0.080000,0.061856,0.036145
2,3,CUM-C0205,CUM-C0303,dead-CUM-C0109,c02,2,0.026667,0.023529,0.012658
2,3,CUM-C0205,CUM-C0305,dead-CUM-C0109,dead-CUM-C0109,66,0.880000,0.904110,0.804878
2,3,CUM-C0206,CUM-C0302,c04,c05,1,0.013514,0.010309,0.005882
2,3,CUM-C0206,CUM-C0304,c04,c03,3,0.040541,0.039474,0.020408
2,3,CUM-C0206,CUM-C0305,c04,dead-CUM-C0109,1,0.013514,0.013699,0.006849
2,3,CUM-C0206,CUM-C0306,c04,c04,69,0.932432,0.958333,0.896104
2,3,CUM-C0207,CUM-C0301,dead-CUM-C0007,c01,1,0.017544,0.005917,0.004444
2,3,CUM-C0207,CUM-C0306,dead-CUM-C0007,c04,1,0.017544,0.013889,0.007812
2,3,CUM-C0207,CUM-C0307,dead-CUM-C0007,dead-CUM-C0007,54,0.947368,0.885246,0.843750
2,3,CUM-C0207,CUM-C0308,dead-CUM-C0007,dead-CUM-C0004,1,0.017544,0.018868,0.009174
2,3,CUM-C0208,CUM-C0301,dead-CUM-C0004,c01,1,0.018519,0.005917,0.004505
2,3,CUM-C0208,CUM-C0305,dead-CUM-C0004,dead-CUM-C0109,1,0.018519,0.013699,0.007937
2,3,CUM-C0208,CUM-C0308,dead-CUM-C0004,dead-CUM-C0004,51,0.944444,0.962264,0.910714
2,3,CUM-C0208,CUM-C0310,dead-CUM-C0004,c06,1,0.018519,0.032258,0.011905
2,3,CUM-C0209,CUM-C0302,c08,c05,1,0.020408,0.010309,0.006897
2,3,CUM-C0209,CUM-C0306,c08,c04,1,0.020408,0.013889,0.008333
2,3,CUM-C0209,CUM-C0309,c08,c08,47,0.959184,0.940000,0.903846
2,3,CUM-C0210,CUM-C0311,c09,c09,31,1.000000,1.000000,1.000000
2,3,CUM-C0211,CUM-C0310,c06,c06,30,1.000000,0.967742,0.967742
2,3,CUM-C0212,CUM-C0302,dead-CUM-C0212,c05,1,0.142857,0.010309,0.009709
2,3,CUM-C0212,CUM-C0313,dead-CUM-C0212,dead-CUM-C0212,6,0.857143,0.666667,0.600000
2,3,CUM-C0213,CUM-C0304,dead-CUM-C0213,c03,5,1.000000,0.065789,0.065789
3,4,CUM-C0301,CUM-C0401,c01,c01,164,0.970414,0.926554,0.901099
3,4,CUM-C0301,CUM-C0403,c01,c03,1,0.005917,0.009009,0.003584
3,4,CUM-C0301,CUM-C0407,c01,dead-CUM-C0007,1,0.005917,0.016949,0.004405
3,4,CUM-C0301,CUM-C0408,c01,c08,1,0.005917,0.018182,0.004484
3,4,CUM-C0301,CUM-C0412,c01,dead-CUM-C0412,2,0.011834,0.090909,0.010582
3,4,CUM-C0302,CUM-C0401,c05,c01,4,0.041237,0.022599,0.014815
3,4,CUM-C0302,CUM-C0402,c05,c05,76,0.783505,0.644068,0.546763
3,4,CUM-C0302,CUM-C0403,c05,c03,8,0.082474,0.072072,0.040000
3,4,CUM-C0302,CUM-C0404,c05,c02,6,0.061856,0.061856,0.031915
3,4,CUM-C0302,CUM-C0405,c05,c04,2,0.020619,0.026316,0.011696
3,4,CUM-C0302,CUM-C0408,c05,c08,1,0.010309,0.018182,0.006623
3,4,CUM-C0303,CUM-C0401,c02,c01,2,0.023529,0.011299,0.007692
3,4,CUM-C0303,CUM-C0404,c02,c02,83,0.976471,0.855670,0.838384
3,4,CUM-C0304,CUM-C0402,c03,c05,5,0.065789,0.042373,0.026455
3,4,CUM-C0304,CUM-C0403,c03,c03,68,0.894737,0.612613,0.571429
3,4,CUM-C0304,CUM-C0405,c03,c04,3,0.039474,0.039474,0.020134
3,4,CUM-C0305,CUM-C0401,dead-CUM-C0109,c01,5,0.068493,0.028249,0.020408
3,4,CUM-C0305,CUM-C0402,dead-CUM-C0109,c05,24,0.328767,0.203390,0.143713
3,4,CUM-C0305,CUM-C0403,dead-CUM-C0109,c03,1,0.013699,0.009009,0.005464
3,4,CUM-C0305,CUM-C0404,dead-CUM-C0109,c02,1,0.013699,0.010309,0.005917
3,4,CUM-C0305,CUM-C0411,dead-CUM-C0109,dead-CUM-C0411,22,0.301370,1.000000,0.301370
3,4,CUM-C0305,CUM-C0412,dead-CUM-C0109,dead-CUM-C0412,20,0.273973,0.909091,0.266667
3,4,CUM-C0306,CUM-C0403,c04,c03,1,0.013889,0.009009,0.005495
3,4,CUM-C0306,CUM-C0405,c04,c04,71,0.986111,0.934211,0.922078
3,4,CUM-C0307,CUM-C0401,dead-CUM-C0007,c01,1,0.016393,0.005650,0.004219
3,4,CUM-C0307,CUM-C0403,dead-CUM-C0007,c03,2,0.032787,0.018018,0.011765
3,4,CUM-C0307,CUM-C0407,dead-CUM-C0007,dead-CUM-C0007,57,0.934426,0.966102,0.904762
3,4,CUM-C0307,CUM-C0408,dead-CUM-C0007,c08,1,0.016393,0.018182,0.008696
3,4,CUM-C0308,CUM-C0406,dead-CUM-C0004,c06,27,0.509434,0.450000,0.313953
3,4,CUM-C0308,CUM-C0410,dead-CUM-C0004,c11,26,0.490566,0.962963,0.481481
3,4,CUM-C0309,CUM-C0408,c08,c08,50,1.000000,0.909091,0.909091
3,4,CUM-C0310,CUM-C0406,c06,c06,31,1.000000,0.516667,0.516667
3,4,CUM-C0311,CUM-C0409,c09,c09,31,1.000000,1.000000,1.000000
3,4,CUM-C0312,CUM-C0403,dead-CUM-C0312,c03,27,0.931034,0.243243,0.238938
3,4,CUM-C0312,CUM-C0408,dead-CUM-C0312,c08,1,0.034483,0.018182,0.012048
3,4,CUM-C0312,CUM-C0410,dead-CUM-C0312,c11,1,0.034483,0.037037,0.018182
3,4,CUM-C0313,CUM-C0402,dead-CUM-C0212,c05,9,1.000000,0.076271,0.076271
4,5,CUM-C0401,CUM-C0501,c01,c01,169,0.954802,0.923497,0.884817
4,5,CUM-C0401,CUM-C0505,c01,c04,1,0.005650,0.012821,0.003937
4,5,CUM-C0401,CUM-C0506,c01,c05,3,0.016949,0.039474,0.012000
4,5,CUM-C0401,CUM-C0507,c01,dead-CUM-C0007,2,0.011299,0.032258,0.008439
4,5,CUM-C0401,CUM-C0509,c01,c08,2,0.011299,0.037736,0.008772
4,5,CUM-C0402,CUM-C0501,c05,c01,5,0.042373,0.027322,0.016892
4,5,CUM-C0402,CUM-C0502,c05,c03,1,0.008475,0.009346,0.004464
4,5,CUM-C0402,CUM-C0504,c05,c07,39,0.330508,0.453488,0.236364
4,5,CUM-C0402,CUM-C0506,c05,c05,66,0.559322,0.868421,0.515625
4,5,CUM-C0402,CUM-C0512,c05,c14,7,0.059322,1.000000,0.059322
4,5,CUM-C0403,CUM-C0502,c03,c03,104,0.936937,0.971963,0.912281
4,5,CUM-C0403,CUM-C0503,c03,c02,1,0.009009,0.010101,0.004785
4,5,CUM-C0403,CUM-C0505,c03,c04,1,0.009009,0.012821,0.005319
4,5,CUM-C0403,CUM-C0506,c03,c05,5,0.045045,0.065789,0.027473
4,5,CUM-C0404,CUM-C0501,c02,c01,1,0.010309,0.005464,0.003584
4,5,CUM-C0404,CUM-C0502,c02,c03,1,0.010309,0.009346,0.004926
4,5,CUM-C0404,CUM-C0503,c02,c02,92,0.948454,0.929293,0.884615
4,5,CUM-C0404,CUM-C0504,c02,c07,2,0.020619,0.023256,0.011050
4,5,CUM-C0404,CUM-C0507,c02,dead-CUM-C0007,1,0.010309,0.016129,0.006329
4,5,CUM-C0405,CUM-C0503,c04,c02,1,0.013158,0.010101,0.005747
4,5,CUM-C0405,CUM-C0505,c04,c04,74,0.973684,0.948718,0.925000
4,5,CUM-C0405,CUM-C0506,c04,c05,1,0.013158,0.013158,0.006623
4,5,CUM-C0406,CUM-C0508,c06,c06,60,1.000000,0.967742,0.967742
4,5,CUM-C0407,CUM-C0503,dead-CUM-C0007,c02,1,0.016949,0.010101,0.006369
4,5,CUM-C0407,CUM-C0505,dead-CUM-C0007,c04,1,0.016949,0.012821,0.007353
4,5,CUM-C0407,CUM-C0507,dead-CUM-C0007,dead-CUM-C0007,57,0.966102,0.919355,0.890625
4,5,CUM-C0408,CUM-C0501,c08,c01,2,0.036364,0.010929,0.008475
4,5,CUM-C0408,CUM-C0502,c08,c03,1,0.018182,0.009346,0.006211
4,5,CUM-C0408,CUM-C0506,c08,c05,1,0.018182,0.013158,0.007692
4,5,CUM-C0408,CUM-C0509,c08,c08,51,0.927273,0.962264,0.894737
4,5,CUM-C0409,CUM-C0510,c09,c09,31,1.000000,1.000000,1.000000
4,5,CUM-C0410,CUM-C0511,c11,c11,27,1.000000,1.000000,1.000000
4,5,CUM-C0411,CUM-C0504,dead-CUM-C0411,c07,22,1.000000,0.255814,0.255814
4,5,CUM-C0412,CUM-C0504,dead-CUM-C0412,c07,22,1.000000,0.255814,0.255814
5,6,CUM-C0501,CUM-C0601,c01,c01,170,0.928962,0.960452,0.894737
5,6,CUM-C0501,CUM-C0603,c01,c02,1,0.005464,0.009709,0.003509
5,6,CUM-C0501,CUM-C0605,c01,c05,11,0.060109,0.141026,0.044000
5,6,CUM-C0501,CUM-C0607,c01,c06,1,0.005464,0.015625,0.004065
5,6,CUM-C0502,CUM-C0602,c03,c03,101,0.943925,0.971154,0.918182
5,6,CUM-C0502,CUM-C0604,c03,c04,5,0.046729,0.059524,0.026882
5,6,CUM-C0502,CUM-C0609,c03,c08,1,0.009346,0.017857,0.006173
5,6,CUM-C0503,CUM-C0601,c02,c01,1,0.010101,0.005650,0.003636
5,6,CUM-C0503,CUM-C0603,c02,c02,98,0.989899,0.951456,0.942308
5,6,CUM-C0504,CUM-C0603,c07,c02,1,0.011628,0.009709,0.005319
5,6,CUM-C0504,CUM-C0605,c07,c05,1,0.011628,0.012821,0.006135
5,6,CUM-C0504,CUM-C0608,c07,c07,59,0.686047,0.951613,0.662921
5,6,CUM-C0504,CUM-C0612,c07,c10,24,0.279070,1.000000,0.279070
5,6,CUM-C0504,CUM-C0613,c07,c14,1,0.011628,0.125000,0.010753
5,6,CUM-C0505,CUM-C0604,c04,c04,77,0.987179,0.916667,0.905882
5,6,CUM-C0505,CUM-C0606,c04,dead-CUM-C0007,1,0.012821,0.015625,0.007092
5,6,CUM-C0506,CUM-C0601,c05,c01,4,0.052632,0.022599,0.016064
5,6,CUM-C0506,CUM-C0602,c05,c03,3,0.039474,0.028846,0.016949
5,6,CUM-C0506,CUM-C0604,c05,c04,2,0.026316,0.023810,0.012658
5,6,CUM-C0506,CUM-C0605,c05,c05,65,0.855263,0.833333,0.730337
5,6,CUM-C0506,CUM-C0608,c05,c07,1,0.013158,0.016129,0.007299
5,6,CUM-C0506,CUM-C0609,c05,c08,1,0.013158,0.017857,0.007634
5,6,CUM-C0507,CUM-C0606,dead-CUM-C0007,dead-CUM-C0007,61,0.983871,0.953125,0.938462
5,6,CUM-C0507,CUM-C0608,dead-CUM-C0007,c07,1,0.016129,0.016129,0.008130
5,6,CUM-C0508,CUM-C0607,c06,c06,62,1.000000,0.968750,0.968750
5,6,CUM-C0509,CUM-C0609,c08,c08,53,1.000000,0.946429,0.946429
5,6,CUM-C0510,CUM-C0610,c09,c09,31,1.000000,1.000000,1.000000
5,6,CUM-C0511,CUM-C0601,c11,c01,1,0.037037,0.005650,0.004926
5,6,CUM-C0511,CUM-C0611,c11,c11,26,0.962963,0.928571,0.896552
5,6,CUM-C0512,CUM-C0613,c14,c14,7,1.000000,0.875000,0.875000
6,7,CUM-C0601,CUM-C0701,c01,c01,171,0.966102,0.872449,0.846535
6,7,CUM-C0601,CUM-C0703,c01,c02,1,0.005650,0.009009,0.003484
6,7,CUM-C0601,CUM-C0708,c01,c05,5,0.028249,0.089286,0.021930
6,7,CUM-C0602,CUM-C0701,c03,c01,1,0.009615,0.005102,0.003344
6,7,CUM-C0602,CUM-C0702,c03,c03,102,0.980769,0.850000,0.836066
6,7,CUM-C0602,CUM-C0706,c03,dead-CUM-C0007,1,0.009615,0.015873,0.006024
6,7,CUM-C0603,CUM-C0703,c02,c02,103,1.000000,0.927928,0.927928
6,7,CUM-C0604,CUM-C0701,c04,c01,2,0.023810,0.010204,0.007194
6,7,CUM-C0604,CUM-C0702,c04,c03,6,0.071429,0.050000,0.030303
6,7,CUM-C0604,CUM-C0704,c04,c04,76,0.904762,0.800000,0.737864
6,7,CUM-C0605,CUM-C0701,c05,c01,11,0.141026,0.056122,0.041825
6,7,CUM-C0605,CUM-C0702,c05,c03,1,0.012821,0.008333,0.005076
6,7,CUM-C0605,CUM-C0704,c05,c04,14,0.179487,0.147368,0.088050
6,7,CUM-C0605,CUM-C0707,c05,c07,1,0.012821,0.016667,0.007299
6,7,CUM-C0605,CUM-C0708,c05,c05,51,0.653846,0.910714,0.614458
6,7,CUM-C0606,CUM-C0701,dead-CUM-C0007,c01,4,0.062500,0.020408,0.015625
6,7,CUM-C0606,CUM-C0704,dead-CUM-C0007,c04,1,0.015625,0.010526,0.006329
6,7,CUM-C0606,CUM-C0706,dead-CUM-C0007,dead-CUM-C0007,59,0.921875,0.936508,0.867647
6,7,CUM-C0607,CUM-C0705,c06,c06,64,1.000000,0.955224,0.955224
6,7,CUM-C0608,CUM-C0702,c07,c03,1,0.016129,0.008333,0.005525
6,7,CUM-C0608,CUM-C0703,c07,c02,1,0.016129,0.009009,0.005814
6,7,CUM-C0608,CUM-C0706,c07,dead-CUM-C0007,1,0.016129,0.015873,0.008065
6,7,CUM-C0608,CUM-C0707,c07,c07,58,0.935484,0.966667,0.906250
6,7,CUM-C0608,CUM-C0713,c07,c14,1,0.016129,0.100000,0.014085
6,7,CUM-C0609,CUM-C0705,c08,c06,1,0.017857,0.014925,0.008197
6,7,CUM-C0609,CUM-C0709,c08,c08,55,0.982143,1.000000,0.982143
6,7,CUM-C0610,CUM-C0710,c09,c09,31,1.000000,0.968750,0.968750
6,7,CUM-C0611,CUM-C0702,c11,c03,1,0.035714,0.008333,0.006803
6,7,CUM-C0611,CUM-C0712,c11,c11,27,0.964286,1.000000,0.964286
6,7,CUM-C0612,CUM-C0711,c10,c10,24,1.000000,0.857143,0.857143
6,7,CUM-C0613,CUM-C0713,c14,c14,8,1.000000,0.800000,0.800000
7,8,CUM-C0701,CUM-C0801,c01,c01,165,0.841837,0.921788,0.785714
7,8,CUM-C0701,CUM-C0803,c01,c02,1,0.005102,0.008850,0.003247
7,8,CUM-C0701,CUM-C0804,c01,c04,3,0.015306,0.035294,0.010791
7,8,CUM-C0701,CUM-C0807,c01,dead-CUM-C0007,2,0.010204,0.030303,0.007692
7,8,CUM-C0701,CUM-C0809,c01,c09,25,0.127551,0.431034,0.109170
7,8,CUM-C0702,CUM-C0802,c03,c03,116,0.966667,0.928000,0.899225
7,8,CUM-C0702,CUM-C0803,c03,c02,1,0.008333,0.008850,0.004310
7,8,CUM-C0702,CUM-C0808,c03,c07,1,0.008333,0.016393,0.005556
7,8,CUM-C0702,CUM-C0811,c03,c11,2,0.016667,0.064516,0.013423
7,8,CUM-C0703,CUM-C0801,c02,c01,2,0.018018,0.011173,0.006944
7,8,CUM-C0703,CUM-C0803,c02,c02,107,0.963964,0.946903,0.914530
7,8,CUM-C0703,CUM-C0809,c02,c09,1,0.009009,0.017241,0.005952
7,8,CUM-C0703,CUM-C0811,c02,c11,1,0.009009,0.032258,0.007092
7,8,CUM-C0704,CUM-C0802,c04,c03,1,0.010526,0.008000,0.004566
7,8,CUM-C0704,CUM-C0804,c04,c04,79,0.831579,0.929412,0.782178
7,8,CUM-C0704,CUM-C0805,c04,c05,15,0.157895,0.208333,0.098684
7,8,CUM-C0705,CUM-C0806,c06,c06,67,1.000000,0.943662,0.943662
7,8,CUM-C0706,CUM-C0802,dead-CUM-C0007,c03,2,0.031746,0.016000,0.010753
7,8,CUM-C0706,CUM-C0807,dead-CUM-C0007,dead-CUM-C0007,61,0.968254,0.924242,0.897059
7,8,CUM-C0707,CUM-C0805,c07,c05,1,0.016667,0.013889,0.007634
7,8,CUM-C0707,CUM-C0808,c07,c07,59,0.983333,0.967213,0.951613
7,8,CUM-C0708,CUM-C0801,c05,c01,5,0.089286,0.027933,0.021739
7,8,CUM-C0708,CUM-C0805,c05,c05,51,0.910714,0.708333,0.662338
7,8,CUM-C0709,CUM-C0810,c08,c08,55,1.000000,0.982143,0.982143
7,8,CUM-C0710,CUM-C0809,c09,c09,32,1.000000,0.551724,0.551724
7,8,CUM-C0711,CUM-C0812,c10,c10,28,1.000000,0.933333,0.933333
7,8,CUM-C0712,CUM-C0811,c11,c11,27,1.000000,0.870968,0.870968
7,8,CUM-C0713,CUM-C0813,c14,c14,10,1.000000,1.000000,1.000000
8,9,CUM-C0801,CUM-C0901,c01,c01,144,0.804469,0.720000,0.612766
8,9,CUM-C0801,CUM-C0902,c01,c02,5,0.027933,0.040000,0.016722
8,9,CUM-C0801,CUM-C0906,c01,c06,1,0.005587,0.013158,0.003937
8,9,CUM-C0801,CUM-C0907,c01,c07,2,0.011173,0.032258,0.008368
8,9,CUM-C0801,CUM-C0910,c01,dead-CUM-C0910,27,0.150838,0.900000,0.148352
8,9,CUM-C0802,CUM-C0901,c03,c01,7,0.056000,0.035000,0.022013
8,9,CUM-C0802,CUM-C0903,c03,c03,112,0.896000,0.973913,0.875000
8,9,CUM-C0802,CUM-C0904,c03,c05,1,0.008000,0.012048,0.004831
8,9,CUM-C0802,CUM-C0905,c03,c04,2,0.016000,0.024691,0.009804
